mythic_level,clear_time_ms,keystone_time_ms,num_chests,score,time_remaining_ms,dungeon_name,player,completed_at
9,2143935,1980999,0,271.9,-162936,Operation: Floodgate,Larssondk,2025-08-13T07:35:03.000Z
9,2143935,1980999,0,271.9,-162936,Operation: Floodgate,Daydreaming,2025-08-13T07:35:03.000Z
9,2143935,1980999,0,271.9,-162936,Operation: Floodgate,Alexmae,2025-08-13T07:35:03.000Z
9,2143935,1980999,0,271.9,-162936,Operation: Floodgate,Yearnvoker,2025-08-13T07:35:03.000Z
9,2143935,1980999,0,271.9,-162936,Operation: Floodgate,Tmi-245605792,2025-08-13T07:35:03.000Z
9,3169720,1980999,0,0,-1188721,Operation: Floodgate,Momobami,2025-08-13T11:55:15.000Z
9,3169720,1980999,0,0,-1188721,Operation: Floodgate,Magicwingers,2025-08-13T11:55:15.000Z
9,3169720,1980999,0,0,-1188721,Operation: Floodgate,Lenus,2025-08-13T11:55:15.000Z
9,3169720,1980999,0,0,-1188721,Operation: Floodgate,Glerm,2025-08-13T11:55:15.000Z
9,3169720,1980999,0,0,-1188721,Operation: Floodgate,Yearnvoker,2025-08-13T11:55:15.000Z
8,2068234,1860999,0,255.8,-207235,Eco-Dome Al'dani,Momobami,2025-08-13T12:40:18.000Z
8,2068234,1860999,0,255.8,-207235,Eco-Dome Al'dani,Magicwingers,2025-08-13T12:40:18.000Z
8,2068234,1860999,0,255.8,-207235,Eco-Dome Al'dani,Lenus,2025-08-13T12:40:18.000Z
8,2068234,1860999,0,255.8,-207235,Eco-Dome Al'dani,Alexmae,2025-08-13T12:40:18.000Z
8,2068234,1860999,0,255.8,-207235,Eco-Dome Al'dani,Yearnvoker,2025-08-13T12:40:18.000Z
4,1585497,1980999,1,207.5,395502,Operation: Floodgate,Unamithil,2025-08-13T13:08:45.000Z
4,1585497,1980999,1,207.5,395502,Operation: Floodgate,Ruana,2025-08-13T13:08:45.000Z
4,1585497,1980999,1,207.5,395502,Operation: Floodgate,Potato,2025-08-13T13:08:45.000Z
4,1585497,1980999,1,207.5,395502,Operation: Floodgate,Xydemon,2025-08-13T13:08:45.000Z
4,1585497,1980999,1,207.5,395502,Operation: Floodgate,Catbab,2025-08-13T13:08:45.000Z
8,2216998,2100999,0,257.9,-115999,Tazavesh: Streets of Wonder,Momobami,2025-08-13T14:05:12.000Z
8,2216998,2100999,0,257.9,-115999,Tazavesh: Streets of Wonder,Larssonhter,2025-08-13T14:05:12.000Z
8,2216998,2100999,0,257.9,-115999,Tazavesh: Streets of Wonder,Magicwingers,2025-08-13T14:05:12.000Z
8,2216998,2100999,0,257.9,-115999,Tazavesh: Streets of Wonder,Lenus,2025-08-13T14:05:12.000Z
8,2216998,2100999,0,257.9,-115999,Tazavesh: Streets of Wonder,Yearnvoker,2025-08-13T14:05:12.000Z
5,1437707,1800999,2,222.6,363292,"Ara-Kara, City of Echoes",Unamithil,2025-08-13T14:27:06.000Z
5,1437707,1800999,2,222.6,363292,"Ara-Kara, City of Echoes",Ruana,2025-08-13T14:27:06.000Z
5,1437707,1800999,2,222.6,363292,"Ara-Kara, City of Echoes",Potato,2025-08-13T14:27:06.000Z
5,1437707,1800999,2,222.6,363292,"Ara-Kara, City of Echoes",Ferean,2025-08-13T14:27:06.000Z
5,1437707,1800999,2,222.6,363292,"Ara-Kara, City of Echoes",Catbab,2025-08-13T14:27:06.000Z
2,1407710,1800999,2,163.2,393289,Tazavesh: So'leah's Gambit,Sapphirre,2025-08-13T15:08:57.000Z
2,1407710,1800999,2,163.2,393289,Tazavesh: So'leah's Gambit,Xeniea,2025-08-13T15:08:57.000Z
2,1407710,1800999,2,163.2,393289,Tazavesh: So'leah's Gambit,Ruana,2025-08-13T15:08:57.000Z
2,1407710,1800999,2,163.2,393289,Tazavesh: So'leah's Gambit,Potato,2025-08-13T15:08:57.000Z
2,1407710,1800999,2,163.2,393289,Tazavesh: So'leah's Gambit,Catbab,2025-08-13T15:08:57.000Z
2,1038887,1800999,3,170,762112,"Ara-Kara, City of Echoes",Faerlina,2025-08-13T16:18:42.000Z
2,1038887,1800999,3,170,762112,"Ara-Kara, City of Echoes",Ruana,2025-08-13T16:18:42.000Z
2,1038887,1800999,3,170,762112,"Ara-Kara, City of Echoes",Quadrobeast,2025-08-13T16:18:42.000Z
2,1038887,1800999,3,170,762112,"Ara-Kara, City of Echoes",Zhins,2025-08-13T16:18:42.000Z
2,1038887,1800999,3,170,762112,"Ara-Kara, City of Echoes",Catbab,2025-08-13T16:18:42.000Z
5,1470060,1920999,2,223.8,450939,Halls of Atonement,Ruana,2025-08-13T16:50:50.000Z
5,1470060,1920999,2,223.8,450939,Halls of Atonement,Potato,2025-08-13T16:50:50.000Z
5,1470060,1920999,2,223.8,450939,Halls of Atonement,Dejauwu,2025-08-13T16:50:50.000Z
5,1470060,1920999,2,223.8,450939,Halls of Atonement,Zhins,2025-08-13T16:50:50.000Z
5,1470060,1920999,2,223.8,450939,Halls of Atonement,Catbab,2025-08-13T16:50:50.000Z
7,1500883,1860999,1,267.3,360116,Eco-Dome Al'dani,Ivadk,2025-08-13T18:42:30.000Z
7,1500883,1860999,1,267.3,360116,Eco-Dome Al'dani,Ruana,2025-08-13T18:42:30.000Z
7,1500883,1860999,1,267.3,360116,Eco-Dome Al'dani,Northadin,2025-08-13T18:42:30.000Z
7,1500883,1860999,1,267.3,360116,Eco-Dome Al'dani,Gnamethistle,2025-08-13T18:42:30.000Z
7,1500883,1860999,1,267.3,360116,Eco-Dome Al'dani,Faerlina,2025-08-13T18:42:30.000Z
8,1459267,1800999,1,282.1,341732,"Ara-Kara, City of Echoes",Faerlina,2025-08-13T19:19:30.000Z
8,1459267,1800999,1,282.1,341732,"Ara-Kara, City of Echoes",Ivadk,2025-08-13T19:19:30.000Z
8,1459267,1800999,1,282.1,341732,"Ara-Kara, City of Echoes",Ruana,2025-08-13T19:19:30.000Z
8,1459267,1800999,1,282.1,341732,"Ara-Kara, City of Echoes",Gnamethistle,2025-08-13T19:19:30.000Z
8,1459267,1800999,1,282.1,341732,"Ara-Kara, City of Echoes",Northadin,2025-08-13T19:19:30.000Z
6,1269790,1980999,2,243.5,711209,Operation: Floodgate,Northadin,2025-08-13T20:01:15.000Z
6,1269790,1980999,2,243.5,711209,Operation: Floodgate,Ruana,2025-08-13T20:01:15.000Z
6,1269790,1980999,2,243.5,711209,Operation: Floodgate,Gnamethistle,2025-08-13T20:01:15.000Z
6,1269790,1980999,2,243.5,711209,Operation: Floodgate,Ivadk,2025-08-13T20:01:15.000Z
6,1269790,1980999,2,243.5,711209,Operation: Floodgate,Faerlina,2025-08-13T20:01:15.000Z
8,1809470,1800999,0,259.8,-8471,"Ara-Kara, City of Echoes",Faerlina,2025-08-13T21:44:04.000Z
8,1809470,1800999,0,259.8,-8471,"Ara-Kara, City of Echoes",Disarmed,2025-08-13T21:44:04.000Z
8,1809470,1800999,0,259.8,-8471,"Ara-Kara, City of Echoes",Ivadk,2025-08-13T21:44:04.000Z
8,1809470,1800999,0,259.8,-8471,"Ara-Kara, City of Echoes",Gnamethistle,2025-08-13T21:44:04.000Z
8,1809470,1800999,0,259.8,-8471,"Ara-Kara, City of Echoes",Northion,2025-08-13T21:44:04.000Z
8,2319596,2100999,0,256.1,-218597,Tazavesh: Streets of Wonder,Skeyza,2025-08-13T21:59:40.000Z
8,2319596,2100999,0,256.1,-218597,Tazavesh: Streets of Wonder,Jumzo,2025-08-13T21:59:40.000Z
8,2319596,2100999,0,256.1,-218597,Tazavesh: Streets of Wonder,Magicwingers,2025-08-13T21:59:40.000Z
8,2319596,2100999,0,256.1,-218597,Tazavesh: Streets of Wonder,Yearnvoker,2025-08-13T21:59:40.000Z
8,2319596,2100999,0,256.1,-218597,Tazavesh: Streets of Wonder,Cogsy,2025-08-13T21:59:40.000Z
7,2010982,1800999,0,240.6,-209983,"Ara-Kara, City of Echoes",Jumzo,2025-08-13T22:41:36.000Z
7,2010982,1800999,0,240.6,-209983,"Ara-Kara, City of Echoes",Magicwingers,2025-08-13T22:41:36.000Z
7,2010982,1800999,0,240.6,-209983,"Ara-Kara, City of Echoes",Yearnvoker,2025-08-13T22:41:36.000Z
7,2010982,1800999,0,240.6,-209983,"Ara-Kara, City of Echoes",Cogsy,2025-08-13T22:41:36.000Z
7,2010982,1800999,0,240.6,-209983,"Ara-Kara, City of Echoes",Swiftitank,2025-08-13T22:41:36.000Z
9,1510036,1860999,1,297.1,350963,Eco-Dome Al'dani,Faerlina,2025-08-13T22:42:53.000Z
9,1510036,1860999,1,297.1,350963,Eco-Dome Al'dani,Disarmed,2025-08-13T22:42:53.000Z
9,1510036,1860999,1,297.1,350963,Eco-Dome Al'dani,Ivadk,2025-08-13T22:42:53.000Z
9,1510036,1860999,1,297.1,350963,Eco-Dome Al'dani,Gnamethistle,2025-08-13T22:42:53.000Z
9,1510036,1860999,1,297.1,350963,Eco-Dome Al'dani,Northadin,2025-08-13T22:42:53.000Z
2,1253771,2100999,3,170,847228,Tazavesh: Streets of Wonder,Faerlina,2025-08-13T23:56:34.000Z
2,1253771,2100999,3,170,847228,Tazavesh: Streets of Wonder,Disarmed,2025-08-13T23:56:34.000Z
2,1253771,2100999,3,170,847228,Tazavesh: Streets of Wonder,Ivadk,2025-08-13T23:56:34.000Z
2,1253771,2100999,3,170,847228,Tazavesh: Streets of Wonder,Gnamethistle,2025-08-13T23:56:34.000Z
2,1253771,2100999,3,170,847228,Tazavesh: Streets of Wonder,Northadin,2025-08-13T23:56:34.000Z
9,1933851,1800999,0,272.2,-132852,"Ara-Kara, City of Echoes",Jumzo,2025-08-14T12:09:30.000Z
9,1933851,1800999,0,272.2,-132852,"Ara-Kara, City of Echoes",Magicwingers,2025-08-14T12:09:30.000Z
9,1933851,1800999,0,272.2,-132852,"Ara-Kara, City of Echoes",Lenus,2025-08-14T12:09:30.000Z
9,1933851,1800999,0,272.2,-132852,"Ara-Kara, City of Echoes",Evereld,2025-08-14T12:09:30.000Z
9,1933851,1800999,0,272.2,-132852,"Ara-Kara, City of Echoes",Yearnvoker,2025-08-14T12:09:30.000Z
8,1588528,1950999,1,282,362471,Priory of the Sacred Flame,Jumzo,2025-08-14T12:39:08.000Z
8,1588528,1950999,1,282,362471,Priory of the Sacred Flame,Magicwingers,2025-08-14T12:39:08.000Z
8,1588528,1950999,1,282,362471,Priory of the Sacred Flame,Lenus,2025-08-14T12:39:08.000Z
8,1588528,1950999,1,282,362471,Priory of the Sacred Flame,Evereld,2025-08-14T12:39:08.000Z
8,1588528,1950999,1,282,362471,Priory of the Sacred Flame,Yearnvoker,2025-08-14T12:39:08.000Z
6,1131017,1800999,2,244,669982,Tazavesh: So'leah's Gambit,Jumzo,2025-08-14T13:11:55.000Z
6,1131017,1800999,2,244,669982,Tazavesh: So'leah's Gambit,Magicwingers,2025-08-14T13:11:55.000Z
6,1131017,1800999,2,244,669982,Tazavesh: So'leah's Gambit,Lenus,2025-08-14T13:11:55.000Z
6,1131017,1800999,2,244,669982,Tazavesh: So'leah's Gambit,Evereld,2025-08-14T13:11:55.000Z
6,1131017,1800999,2,244,669982,Tazavesh: So'leah's Gambit,Yearnvoker,2025-08-14T13:11:55.000Z
5,1238914,1860999,2,227.5,622085,The Dawnbreaker,Faerlina,2025-08-14T13:23:59.000Z
5,1238914,1860999,2,227.5,622085,The Dawnbreaker,Slothic,2025-08-14T13:23:59.000Z
5,1238914,1860999,2,227.5,622085,The Dawnbreaker,Potato,2025-08-14T13:23:59.000Z
5,1238914,1860999,2,227.5,622085,The Dawnbreaker,Rantheza,2025-08-14T13:23:59.000Z
5,1238914,1860999,2,227.5,622085,The Dawnbreaker,Nevayrah,2025-08-14T13:23:59.000Z
7,2051183,2100999,1,260.9,49816,Tazavesh: Streets of Wonder,Jumzo,2025-08-14T13:49:52.000Z
7,2051183,2100999,1,260.9,49816,Tazavesh: Streets of Wonder,Magicwingers,2025-08-14T13:49:52.000Z
7,2051183,2100999,1,260.9,49816,Tazavesh: Streets of Wonder,Lenus,2025-08-14T13:49:52.000Z
7,2051183,2100999,1,260.9,49816,Tazavesh: Streets of Wonder,Evereld,2025-08-14T13:49:52.000Z
7,2051183,2100999,1,260.9,49816,Tazavesh: Streets of Wonder,Yearnvoker,2025-08-14T13:49:52.000Z
7,1390850,1860999,2,269.5,470149,Eco-Dome Al'dani,Faerlina,2025-08-14T13:52:44.000Z
7,1390850,1860999,2,269.5,470149,Eco-Dome Al'dani,Slothic,2025-08-14T13:52:44.000Z
7,1390850,1860999,2,269.5,470149,Eco-Dome Al'dani,Macheteclaw,2025-08-14T13:52:44.000Z
7,1390850,1860999,2,269.5,470149,Eco-Dome Al'dani,Potato,2025-08-14T13:52:44.000Z
7,1390850,1860999,2,269.5,470149,Eco-Dome Al'dani,Rantheza,2025-08-14T13:52:44.000Z
6,1388055,1920999,2,240.4,532944,Halls of Atonement,Magicwingers,2025-08-14T14:20:28.000Z
6,1388055,1920999,2,240.4,532944,Halls of Atonement,Lenus,2025-08-14T14:20:28.000Z
6,1388055,1920999,2,240.4,532944,Halls of Atonement,Evereld,2025-08-14T14:20:28.000Z
6,1388055,1920999,2,240.4,532944,Halls of Atonement,Yearnvoker,2025-08-14T14:20:28.000Z
6,1388055,1920999,2,240.4,532944,Halls of Atonement,Cogsy,2025-08-14T14:20:28.000Z
7,1655644,1950999,1,265.7,295355,Priory of the Sacred Flame,Faerlina,2025-08-14T14:29:35.000Z
7,1655644,1950999,1,265.7,295355,Priory of the Sacred Flame,Macheteclaw,2025-08-14T14:29:35.000Z
7,1655644,1950999,1,265.7,295355,Priory of the Sacred Flame,Potato,2025-08-14T14:29:35.000Z
7,1655644,1950999,1,265.7,295355,Priory of the Sacred Flame,Rantheza,2025-08-14T14:29:35.000Z
7,1655644,1950999,1,265.7,295355,Priory of the Sacred Flame,Mackan,2025-08-14T14:29:35.000Z
7,2018787,1800999,0,240.5,-217788,Tazavesh: So'leah's Gambit,Faerlina,2025-08-14T15:08:56.000Z
7,2018787,1800999,0,240.5,-217788,Tazavesh: So'leah's Gambit,Macheteclaw,2025-08-14T15:08:56.000Z
7,2018787,1800999,0,240.5,-217788,Tazavesh: So'leah's Gambit,Potato,2025-08-14T15:08:56.000Z
7,2018787,1800999,0,240.5,-217788,Tazavesh: So'leah's Gambit,Rantheza,2025-08-14T15:08:56.000Z
7,2018787,1800999,0,240.5,-217788,Tazavesh: So'leah's Gambit,Catbab,2025-08-14T15:08:56.000Z
7,2248595,1920999,0,238.6,-327596,Halls of Atonement,Reebôw,2025-08-14T15:40:41.000Z
7,2248595,1920999,0,238.6,-327596,Halls of Atonement,Stoiankas,2025-08-14T15:40:41.000Z
7,2248595,1920999,0,238.6,-327596,Halls of Atonement,Kergoz,2025-08-14T15:40:41.000Z
7,2248595,1920999,0,238.6,-327596,Halls of Atonement,Cavlock,2025-08-14T15:40:41.000Z
7,2248595,1920999,0,238.6,-327596,Halls of Atonement,Yearnvoker,2025-08-14T15:40:41.000Z
7,1345842,1950999,2,271.6,605157,Priory of the Sacred Flame,Arísu,2025-08-14T16:23:15.000Z
7,1345842,1950999,2,271.6,605157,Priory of the Sacred Flame,Incera,2025-08-14T16:23:15.000Z
7,1345842,1950999,2,271.6,605157,Priory of the Sacred Flame,Rogeraniüm,2025-08-14T16:23:15.000Z
7,1345842,1950999,2,271.6,605157,Priory of the Sacred Flame,Demodan,2025-08-14T16:23:15.000Z
7,1345842,1950999,2,271.6,605157,Priory of the Sacred Flame,Yearnvoker,2025-08-14T16:23:15.000Z
2,1355436,1800999,2,164.3,445563,Tazavesh: So'leah's Gambit,Faerlina,2025-08-14T17:16:40.000Z
2,1355436,1800999,2,164.3,445563,Tazavesh: So'leah's Gambit,Pumperkongen,2025-08-14T17:16:40.000Z
2,1355436,1800999,2,164.3,445563,Tazavesh: So'leah's Gambit,Viula,2025-08-14T17:16:40.000Z
2,1355436,1800999,2,164.3,445563,Tazavesh: So'leah's Gambit,Thelaris,2025-08-14T17:16:40.000Z
2,1355436,1800999,2,164.3,445563,Tazavesh: So'leah's Gambit,Grimgul,2025-08-14T17:16:40.000Z
7,3196370,1950999,0,0,-1245371,Priory of the Sacred Flame,Debuffs,2025-08-14T17:19:53.000Z
7,3196370,1950999,0,0,-1245371,Priory of the Sacred Flame,Noshami,2025-08-14T17:19:53.000Z
7,3196370,1950999,0,0,-1245371,Priory of the Sacred Flame,Yearnvoker,2025-08-14T17:19:53.000Z
7,3196370,1950999,0,0,-1245371,Priory of the Sacred Flame,Гиндзиамано,2025-08-14T17:19:53.000Z
7,3196370,1950999,0,0,-1245371,Priory of the Sacred Flame,Гетсуго,2025-08-14T17:19:53.000Z
7,1726161,1950999,1,264.3,224838,Priory of the Sacred Flame,Zovidh,2025-08-14T18:24:32.000Z
7,1726161,1950999,1,264.3,224838,Priory of the Sacred Flame,Фонзирэли,2025-08-14T18:24:32.000Z
7,1726161,1950999,1,264.3,224838,Priory of the Sacred Flame,Синдбад,2025-08-14T18:24:32.000Z
7,1726161,1950999,1,264.3,224838,Priory of the Sacred Flame,Marfix,2025-08-14T18:24:32.000Z
7,1726161,1950999,1,264.3,224838,Priory of the Sacred Flame,Yearnvoker,2025-08-14T18:24:32.000Z
6,1369146,1860999,2,239.9,491853,The Dawnbreaker,Klàe,2025-08-14T18:58:15.000Z
6,1369146,1860999,2,239.9,491853,The Dawnbreaker,Raveñshadow,2025-08-14T18:58:15.000Z
6,1369146,1860999,2,239.9,491853,The Dawnbreaker,Aerellía,2025-08-14T18:58:15.000Z
6,1369146,1860999,2,239.9,491853,The Dawnbreaker,Alacboldwin,2025-08-14T18:58:15.000Z
6,1369146,1860999,2,239.9,491853,The Dawnbreaker,Yearnvoker,2025-08-14T18:58:15.000Z
6,1184298,1860999,2,243.6,676701,Eco-Dome Al'dani,Gsmit,2025-08-14T20:05:00.000Z
6,1184298,1860999,2,243.6,676701,Eco-Dome Al'dani,Tellure,2025-08-14T20:05:00.000Z
6,1184298,1860999,2,243.6,676701,Eco-Dome Al'dani,Pissdudu-237946675,2025-08-14T20:05:00.000Z
6,1184298,1860999,2,243.6,676701,Eco-Dome Al'dani,Zivox,2025-08-14T20:05:00.000Z
6,1184298,1860999,2,243.6,676701,Eco-Dome Al'dani,Yearnvoker,2025-08-14T20:05:00.000Z
4,1257823,1980999,2,213.7,723176,Operation: Floodgate,Khealstorm,2025-08-14T22:44:34.000Z
4,1257823,1980999,2,213.7,723176,Operation: Floodgate,Faerlina,2025-08-14T22:44:34.000Z
4,1257823,1980999,2,213.7,723176,Operation: Floodgate,Ivadk,2025-08-14T22:44:34.000Z
4,1257823,1980999,2,213.7,723176,Operation: Floodgate,Coboli,2025-08-14T22:44:34.000Z
4,1257823,1980999,2,213.7,723176,Operation: Floodgate,Northion,2025-08-14T22:44:34.000Z
6,1336246,1860999,2,240.6,524753,Eco-Dome Al'dani,Faerlina,2025-08-14T23:14:54.000Z
6,1336246,1860999,2,240.6,524753,Eco-Dome Al'dani,Ivadk,2025-08-14T23:14:54.000Z
6,1336246,1860999,2,240.6,524753,Eco-Dome Al'dani,Chamian,2025-08-14T23:14:54.000Z
6,1336246,1860999,2,240.6,524753,Eco-Dome Al'dani,Coboli,2025-08-14T23:14:54.000Z
6,1336246,1860999,2,240.6,524753,Eco-Dome Al'dani,Lucifearo,2025-08-14T23:14:54.000Z
5,1961685,2100999,1,217.5,139314,Tazavesh: Streets of Wonder,Ivaspear,2025-08-14T23:54:18.000Z
5,1961685,2100999,1,217.5,139314,Tazavesh: Streets of Wonder,Chamian,2025-08-14T23:54:18.000Z
5,1961685,2100999,1,217.5,139314,Tazavesh: Streets of Wonder,Dejauwu,2025-08-14T23:54:18.000Z
5,1961685,2100999,1,217.5,139314,Tazavesh: Streets of Wonder,Osetak,2025-08-14T23:54:18.000Z
5,1961685,2100999,1,217.5,139314,Tazavesh: Streets of Wonder,Lucifearo,2025-08-14T23:54:18.000Z
8,1826831,1800999,0,259.5,-25832,"Ara-Kara, City of Echoes",Mystale,2025-08-15T09:26:47.000Z
8,1826831,1800999,0,259.5,-25832,"Ara-Kara, City of Echoes",Ferean,2025-08-15T09:26:47.000Z
8,1826831,1800999,0,259.5,-25832,"Ara-Kara, City of Echoes",Skirlink,2025-08-15T09:26:47.000Z
8,1826831,1800999,0,259.5,-25832,"Ara-Kara, City of Echoes",Rantheza,2025-08-15T09:26:47.000Z
8,1826831,1800999,0,259.5,-25832,"Ara-Kara, City of Echoes",Ruana,2025-08-15T09:26:47.000Z
9,1577353,1860999,1,295.7,283646,Eco-Dome Al'dani,Macheteclaw,2025-08-15T12:29:00.000Z
9,1577353,1860999,1,295.7,283646,Eco-Dome Al'dani,Ruana,2025-08-15T12:29:00.000Z
9,1577353,1860999,1,295.7,283646,Eco-Dome Al'dani,Stormthunder,2025-08-15T12:29:00.000Z
9,1577353,1860999,1,295.7,283646,Eco-Dome Al'dani,Sykke,2025-08-15T12:29:00.000Z
9,1577353,1860999,1,295.7,283646,Eco-Dome Al'dani,Catbab,2025-08-15T12:29:00.000Z
8,1291275,1800999,2,285.6,509724,Tazavesh: So'leah's Gambit,Magicwingers,2025-08-15T12:42:58.000Z
8,1291275,1800999,2,285.6,509724,Tazavesh: So'leah's Gambit,Televisions,2025-08-15T12:42:58.000Z
8,1291275,1800999,2,285.6,509724,Tazavesh: So'leah's Gambit,Brickyd,2025-08-15T12:42:58.000Z
8,1291275,1800999,2,285.6,509724,Tazavesh: So'leah's Gambit,Ensyxo,2025-08-15T12:42:58.000Z
8,1291275,1800999,2,285.6,509724,Tazavesh: So'leah's Gambit,Yearnvoker,2025-08-15T12:42:58.000Z
9,1576478,1980999,2,297.7,404521,Operation: Floodgate,Ruana,2025-08-15T13:07:56.000Z
9,1576478,1980999,2,297.7,404521,Operation: Floodgate,Stormthunder,2025-08-15T13:07:56.000Z
9,1576478,1980999,2,297.7,404521,Operation: Floodgate,Quintillá,2025-08-15T13:07:56.000Z
9,1576478,1980999,2,297.7,404521,Operation: Floodgate,Ferean,2025-08-15T13:07:56.000Z
9,1576478,1980999,2,297.7,404521,Operation: Floodgate,Catbab,2025-08-15T13:07:56.000Z
8,1270175,1860999,2,286.9,590824,The Dawnbreaker,Magicwingers,2025-08-15T13:19:27.000Z
8,1270175,1860999,2,286.9,590824,The Dawnbreaker,Televisions,2025-08-15T13:19:27.000Z
8,1270175,1860999,2,286.9,590824,The Dawnbreaker,Brickyd,2025-08-15T13:19:27.000Z
8,1270175,1860999,2,286.9,590824,The Dawnbreaker,Ensyxo,2025-08-15T13:19:27.000Z
8,1270175,1860999,2,286.9,590824,The Dawnbreaker,Yearnvoker,2025-08-15T13:19:27.000Z
10,2011798,1950999,0,303.8,-60799,Priory of the Sacred Flame,Ruana,2025-08-15T13:54:46.000Z
10,2011798,1950999,0,303.8,-60799,Priory of the Sacred Flame,Stormthunder,2025-08-15T13:54:46.000Z
10,2011798,1950999,0,303.8,-60799,Priory of the Sacred Flame,Quintillá,2025-08-15T13:54:46.000Z
10,2011798,1950999,0,303.8,-60799,Priory of the Sacred Flame,Ferean,2025-08-15T13:54:46.000Z
10,2011798,1950999,0,303.8,-60799,Priory of the Sacred Flame,Catbab,2025-08-15T13:54:46.000Z
7,1730398,1980999,1,264.7,250601,Operation: Floodgate,Akikoh,2025-08-15T14:06:34.000Z
7,1730398,1980999,1,264.7,250601,Operation: Floodgate,Fauxcoated,2025-08-15T14:06:34.000Z
7,1730398,1980999,1,264.7,250601,Operation: Floodgate,Slur,2025-08-15T14:06:34.000Z
7,1730398,1980999,1,264.7,250601,Operation: Floodgate,Enjiedk,2025-08-15T14:06:34.000Z
7,1730398,1980999,1,264.7,250601,Operation: Floodgate,Yearnvoker,2025-08-15T14:06:34.000Z
10,1664441,1800999,1,322.8,136558,"Ara-Kara, City of Echoes",Magicwingers,2025-08-15T14:50:31.000Z
10,1664441,1800999,1,322.8,136558,"Ara-Kara, City of Echoes",Televisions,2025-08-15T14:50:31.000Z
10,1664441,1800999,1,322.8,136558,"Ara-Kara, City of Echoes",Budgetgoku,2025-08-15T14:50:31.000Z
10,1664441,1800999,1,322.8,136558,"Ara-Kara, City of Echoes",Ensyxo,2025-08-15T14:50:31.000Z
10,1664441,1800999,1,322.8,136558,"Ara-Kara, City of Echoes",Yearnvoker,2025-08-15T14:50:31.000Z
10,1804316,1950999,1,322.8,146683,Priory of the Sacred Flame,Magicwingers,2025-08-15T15:30:30.000Z
10,1804316,1950999,1,322.8,146683,Priory of the Sacred Flame,Televisions,2025-08-15T15:30:30.000Z
10,1804316,1950999,1,322.8,146683,Priory of the Sacred Flame,Budgetgoku,2025-08-15T15:30:30.000Z
10,1804316,1950999,1,322.8,146683,Priory of the Sacred Flame,Ensyxo,2025-08-15T15:30:30.000Z
10,1804316,1950999,1,322.8,146683,Priory of the Sacred Flame,Yearnvoker,2025-08-15T15:30:30.000Z
10,1533894,1860999,1,326.6,327105,Eco-Dome Al'dani,Magicwingers,2025-08-15T16:14:35.000Z
10,1533894,1860999,1,326.6,327105,Eco-Dome Al'dani,Televisions,2025-08-15T16:14:35.000Z
10,1533894,1860999,1,326.6,327105,Eco-Dome Al'dani,Budgetgoku,2025-08-15T16:14:35.000Z
10,1533894,1860999,1,326.6,327105,Eco-Dome Al'dani,Yearnvoker,2025-08-15T16:14:35.000Z
10,1533894,1860999,1,326.6,327105,Eco-Dome Al'dani,Ensyxo,2025-08-15T16:14:35.000Z
10,1613665,1860999,1,325,247334,The Dawnbreaker,Magicwingers,2025-08-15T17:01:32.000Z
10,1613665,1860999,1,325,247334,The Dawnbreaker,Televisions,2025-08-15T17:01:32.000Z
10,1613665,1860999,1,325,247334,The Dawnbreaker,Budgetgoku,2025-08-15T17:01:32.000Z
10,1613665,1860999,1,325,247334,The Dawnbreaker,Ensyxo,2025-08-15T17:01:32.000Z
10,1613665,1860999,1,325,247334,The Dawnbreaker,Yearnvoker,2025-08-15T17:01:32.000Z
2,1226301,1950999,2,168.9,724698,Priory of the Sacred Flame,Faerlina,2025-08-15T17:35:42.000Z
2,1226301,1950999,2,168.9,724698,Priory of the Sacred Flame,Eliarien,2025-08-15T17:35:42.000Z
2,1226301,1950999,2,168.9,724698,Priory of the Sacred Flame,Nyaesa,2025-08-15T17:35:42.000Z
2,1226301,1950999,2,168.9,724698,Priory of the Sacred Flame,Xydemon,2025-08-15T17:35:42.000Z
2,1226301,1950999,2,168.9,724698,Priory of the Sacred Flame,Grumbleblump,2025-08-15T17:35:42.000Z
10,2007351,1950999,0,303.9,-56352,Priory of the Sacred Flame,Magicwingers,2025-08-15T17:54:14.000Z
10,2007351,1950999,0,303.9,-56352,Priory of the Sacred Flame,Televisions,2025-08-15T17:54:14.000Z
10,2007351,1950999,0,303.9,-56352,Priory of the Sacred Flame,Budgetgoku,2025-08-15T17:54:14.000Z
10,2007351,1950999,0,303.9,-56352,Priory of the Sacred Flame,Enjiedk,2025-08-15T17:54:14.000Z
10,2007351,1950999,0,303.9,-56352,Priory of the Sacred Flame,Yearnvoker,2025-08-15T17:54:14.000Z
10,1775089,1920999,1,322.8,145910,Halls of Atonement,Magicwingers,2025-08-15T18:37:45.000Z
10,1775089,1920999,1,322.8,145910,Halls of Atonement,Televisions,2025-08-15T18:37:45.000Z
10,1775089,1920999,1,322.8,145910,Halls of Atonement,Budgetgoku,2025-08-15T18:37:45.000Z
10,1775089,1920999,1,322.8,145910,Halls of Atonement,Enjiedk,2025-08-15T18:37:45.000Z
10,1775089,1920999,1,322.8,145910,Halls of Atonement,Yearnvoker,2025-08-15T18:37:45.000Z
10,1824939,1980999,1,323,156060,Operation: Floodgate,Magicwingers,2025-08-15T19:31:31.000Z
